"uniqueid","highest_severity_rank","max_charge"
12227516,5,1
12227521,5,3
12227526,5,5
12227539,5,3
12227541,6,1
12227557,4,4
12227566,6,6
12227588,5,2
12227591,4,3
12227592,4,1
12227602,5,2
12227604,6,4
12227621,5,2
12227693,6,8
12227695,6,8
12227718,5,2
12228602,7,1
12228609,5,1
12228612,5,1
12228622,5,1
12228658,6,2
12228662,6,1
12228664,6,10
12228692,6,1
12228705,5,1
12228709,5,3
12228716,5,2
12228717,6,2
12228721,5,3
12228722,6,2
12228735,5,10
12228744,5,2
12228746,4,1
12228748,5,1
12228749,5,3
12228750,6,3
12228763,5,6
12228789,6,2
12228819,5,4
12228820,5,3
12228864,5,4
12228866,4,3
12228870,5,2
12228881,6,10
12228884,7,4
12228889,6,1
12228901,5,2
12228902,4,2
12228907,4,4
12228935,5,3
12228948,6,2
12228967,7,1
12228988,5,1
12229007,5,9
12229008,5,3
12229010,6,3
12229016,6,4
12229035,5,3
12229062,6,9
12229078,5,4
12229093,5,1
12229094,6,1
12229104,4,2
12229117,5,9
12229129,4,2
12229139,5,1
12229141,4,3
12229145,5,1
12229146,5,3
12229158,5,2
12229170,6,4
12229172,5,7
12229329,5,4
12229347,5,2
12229362,4,2
12229363,6,7
12229367,6,11
12229409,6,4
12229417,5,2
12229419,5,3
12229444,5,2
12229491,5,3
12229526,4,1
12229550,5,8
12229557,5,4
12229573,6,2
12229587,5,6
12229605,5,1
12229619,5,2
12229634,5,1
12229706,7,1
12229734,4,1
12229751,5,3
12229752,5,2
12229763,4,5
12229772,4,4
12229774,6,3
12229787,4,1
12229789,5,2
12229791,5,6
12229793,5,2
12229821,4,5
12229958,5,1
12229966,5,3
12229969,6,2
12229971,5,4
12229976,5,1
12229989,5,1
12230015,6,9
12230020,5,4
12230023,4,3
12230028,5,4
12230057,5,1
12230062,5,3
12230077,5,5
12230118,5,1
12230121,5,1
12230122,6,1
12230150,5,1
12230151,5,9
12230163,5,2
12230204,5,1
12230238,4,2
12230244,5,1
12230264,4,1
12230268,6,8
12230272,5,13
12230281,5,1
12230292,6,1
12230295,5,1
12230306,6,2
12230311,5,4
12230313,5,1
12230316,5,5
12230318,5,1
12230322,5,3
12230327,6,1
12230329,5,5
12230371,2,1
12230813,5,3
12230829,4,1
12230837,5,1
12230852,5,4
12230867,4,3
12230868,6,4
12230875,7,1
12230883,5,3
12230893,6,5
12230896,5,1
12230905,7,2
12230908,6,1
12230947,5,2
12230955,5,4
12230970,5,4
12231039,5,2
12231111,5,4
12231115,5,1
12231117,4,1
12231119,5,2
12231126,5,2
12231133,4,2
12231145,4,1
12231148,5,2
12231170,6,2
12231175,5,2
12231186,4,1
12231187,6,1
12231196,6,5
12231204,6,6
12231207,6,3
12231221,5,2
12231225,5,6
12231226,6,5
12231227,6,2
12231232,5,1
12231257,4,2
12231271,5,4
12231417,4,1
12231419,5,3
12231422,6,1
12231446,6,2
12231451,5,2
12231503,7,3
12231516,6,4
12231548,6,4
12231578,6,1
12231616,5,5
12231703,5,2
12231713,5,1
12231719,5,2
12231720,5,8
12231725,3,2
12231726,5,3
12231729,5,1
12231734,5,1
12231750,4,1
12231767,6,4
12231779,5,2
12231800,5,2
12231820,6,2
12231829,5,4
12231835,5,4
12231840,5,2
12231841,4,5
12231849,5,2
12231850,4,3
12231860,5,1
12231863,5,1
12231880,5,7
12231905,7,5
12231906,6,7
12231919,5,2
12231929,5,2
12231941,7,9
12232448,5,5
12232451,4,1
12232458,5,6
12232463,5,2
12232467,5,2
12232472,5,6
12232478,5,1
12232479,5,2
12232498,5,1
12232524,5,1
12232582,5,2
12232591,6,2
12232593,4,2
12232594,5,1
12232598,4,6
12232599,4,1
12232600,4,5
12232601,4,5
12232603,5,5
12232633,4,1
12232639,5,4
12232719,5,1
12232720,4,1
12232737,5,2
12232805,5,2
12232889,4,1
12232893,4,1
12232898,4,1
12232901,5,1
12232902,5,1
12232903,5,1
12232917,5,1
12232928,4,5
12232933,5,2
12232937,5,9
12232938,5,2
12232944,5,3
12232948,4,2
12232950,5,2
12232960,6,2
12232969,4,3
12232984,4,1
12232987,5,5
12232988,4,1
12232993,5,3
12232997,6,5
12233007,4,1
12233012,5,2
12233017,4,3
12233019,6,6
12233023,5,9
12233033,5,2
12233049,5,3
12233053,4,3
12233055,6,4
12233069,5,3
12233074,5,2
12233080,6,8
12233436,5,1
12233463,4,5
12233488,5,5
12233490,5,5
12233498,5,7
12233505,5,2
12233510,5,7
12233538,5,5
12233544,5,2
12233580,5,5
12233606,5,3
12233609,5,2
12233614,4,10
12233617,5,3
12233627,4,1
12233658,5,4
12233667,4,4
12233706,4,3
12233710,5,2
12233713,5,9
12233732,5,8
12233756,5,2
12233759,6,1
12233764,6,2
12233784,4,1
12233786,7,1
12233793,4,2
12233807,5,2
12233819,6,5
12233824,6,7
12233884,4,1
12233969,6,2
12233981,4,1
12234040,6,1
12234041,5,7
12234066,5,2
12234071,5,2
12234107,5,2
12234111,4,1
12234117,5,2
12234146,6,12
12234147,5,4
12234180,5,1
12234183,7,2
12234195,6,4
12234209,6,3
12234221,5,1
12234245,4,4
12234247,4,4
12234273,6,5
12234279,5,2
12234280,5,2
12234348,5,1
12234372,5,2
12234383,5,2
12234387,5,1
12234388,6,5
12234390,5,2
12234393,4,4
12234398,5,1
12234408,6,7
12234590,5,2
12234686,5,7
12234715,5,1
12234727,5,2
12234730,5,1
12234761,5,3
12234763,5,3
12234785,4,3
12234791,6,2
12234797,5,8
12234804,4,5
12234833,6,6
12234838,3,2
12234847,4,2
12234852,5,3
12234854,4,7
12234862,4,2
12234902,4,2
12234916,7,5
12234929,4,2
12234933,6,3
12234938,6,2
12234941,4,2
12234944,6,3
12234954,6,4
12234987,7,4
12234988,5,1
12234991,5,1
12235061,4,1
12235073,4,3
12235083,5,1
12235104,6,6
12235259,4,2
12235262,5,3
12235265,5,4
12235279,5,5
12235298,5,1
12235315,4,4
12235371,5,1
12235420,4,1
12235441,7,6
12235445,5,2
12235449,5,1
12235455,5,2
12235456,6,2
12235465,4,1
12235474,5,4
12235482,6,1
12235491,5,1
12235541,5,1
12235568,5,2
12235572,5,2
12235618,5,3
12235651,5,7
12235655,6,2
12235674,6,6
12235692,5,3
12238531,5,6
12238662,5,4
12238667,5,3
12238675,4,3
12238690,5,5
12238691,5,1
12238702,6,5
12238715,5,2
12238716,7,4
12238719,5,6
12238737,5,3
12238748,4,1
12238758,6,1
12238760,5,2
12238762,4,3
12238769,4,2
12238771,4,2
12238791,7,6
12238793,5,2
12238796,4,3
12238805,7,1
12238808,5,3
12238815,5,1
12238824,4,3
12238929,4,2
12238953,4,1
12238959,6,7
12238960,3,1
12238963,5,3
12238982,5,4
12238984,4,2
12238985,5,3
12238987,5,10
12238995,5,2
12238996,5,2
12238997,5,3
12239003,5,4
12239005,5,10
12239007,6,10
12239028,5,2
12239036,5,2
12239053,6,3
12239056,5,1
12239116,6,3
12239123,6,21
12239134,4,1
12239135,5,2
12239154,7,4
12239177,5,1
12239235,6,4
12239237,6,5
12239247,5,5
12239252,5,3
12239254,4,1
12239286,5,4
12239289,4,4
12239335,5,2
12239339,6,1
12239347,5,1
12239358,5,1
12239475,5,1
12239495,5,4
12239515,4,1
12239529,6,1
12239538,6,3
12239539,6,2
12239555,6,1
12239558,5,3
12239559,5,3
12239560,5,2
12239581,4,1
12239661,4,4
12239664,5,2
12239684,4,3
12239689,5,5
12239694,4,3
12239698,6,5
12239703,6,5
12239710,5,2
12239735,5,1
12239759,5,2
12239762,4,1
12239763,5,1
12239767,5,1
12239777,4,1
12239780,5,3
12239789,5,2
12239834,4,4
12239836,5,3
12239845,5,2
12239854,6,3
12239859,5,4
12239864,4,2
12239885,4,1
12239909,5,3
12239920,5,4
12239930,6,1
12239931,7,2
12239939,6,2
12239951,5,1
12239959,4,1
12239975,6,2
12239991,5,4
12240259,5,2
12240285,6,4
12240299,4,1
12240313,6,4
12240326,4,1
12240352,5,1
12240357,4,2
12240361,4,1
12240416,6,18
12240423,5,2
12240472,5,2
12240475,4,7
12240487,4,1
12240501,4,3
12240503,4,3
12240533,5,4
12240537,6,1
12240544,5,6
12240553,5,2
12240560,5,5
12240577,7,12
12240582,5,1
12240651,7,16
12240672,5,1
12240677,6,1
12240685,6,3
12240689,6,5
12240706,7,8
12240854,4,1
12240865,5,1
12240891,5,3
12240907,4,2
12240922,5,2
12240932,5,5
12240942,6,1
12240962,5,5
12240968,5,3
12240977,5,21
12240985,6,5
12241028,5,4
12241043,4,1
12241044,3,1
12241046,6,1
12241047,5,3
12241063,4,1
12241106,6,15
12241107,5,2
12241108,5,2
12241111,5,4
12241113,5,5
12241117,4,2
12241134,5,2
12241157,4,1
12241165,5,3
12241167,7,5
12241168,5,2
12241182,5,10
12241195,5,1
12241206,5,3
12241220,4,1
12241230,4,1
12241251,6,1
12241273,6,1
12241303,4,1
12241306,4,1
12241312,5,5
12241327,5,2
12241329,5,2
12241340,6,4
12241344,5,5
12241430,7,7
12241944,5,3
12241948,5,5
12241960,5,3
12241963,6,2
12241964,5,5
12241969,4,4
12241973,5,2
12241980,5,1
12241987,5,3
12242005,4,2
12242007,5,4
12242011,5,4
12242023,4,1
12242063,3,4
12242070,3,1
12242072,5,2
12242074,5,7
12242075,4,4
12242077,5,3
12242096,5,7
12242098,6,6
12242107,5,3
12242135,4,2
12242145,5,1
12242163,4,2
12242174,4,1
12242177,6,5
12242185,5,1
12242194,4,3
12242195,5,3
12242199,7,4
12242210,4,2
12242233,5,1
12242235,5,3
12242242,5,5
12242252,5,4
12242267,4,2
12242268,4,2
12242276,6,2
12242278,4,2
12242295,7,5
12242327,4,3
12242343,4,1
12242344,4,1
12242351,5,2
12242358,4,2
12242373,5,1
12242395,5,1
12242401,5,1
12242403,5,1
12242420,4,3
12242423,5,3
12242437,4,2
12242452,6,2
12242478,5,2
12242479,5,3
12242482,4,3
12242487,5,2
12242506,3,1
12242516,5,2
12242527,5,6
12242528,6,3
12242547,5,1
12242805,5,1
12242811,5,2
12242815,5,4
12242818,3,2
12242819,6,5
12242820,5,1
12242821,5,4
12242829,4,3
12242834,5,3
12242844,5,1
12242848,4,3
12242853,4,1
12242912,6,4
12242913,5,5
12242914,7,3
12242921,7,3
12242961,6,1
12242993,6,2
12243018,5,1
12243023,4,1
12243025,5,4
12243027,4,1
12243044,4,8
12243047,5,4
12243049,6,2
12243050,6,1
12243056,5,4
12243063,5,1
12243071,6,2
12243082,4,5
12243091,6,2
12243103,5,1
12243105,4,1
12243126,5,8
12243141,5,1
12243144,5,2
12243169,5,5
12243173,4,2
12243193,4,1
12243197,5,1
12243201,5,1
12243202,5,1
12243208,5,3
12243213,5,1
12243245,6,11
12243246,6,16
12243261,5,1
12243265,5,2
12243404,4,1
12243411,4,2
12243422,5,2
12243436,5,1
12243482,5,3
12243493,5,1
12243501,5,2
12243506,4,1
12243510,5,2
12243533,5,2
12243540,6,4
12243541,5,3
12243551,6,2
12243570,4,3
12243571,4,2
12243572,5,2
12243633,7,1
12243642,5,2
12243677,6,1
12243682,6,1
12243690,5,4
12243706,6,2
12243745,6,1
12243760,5,2
12243768,3,2
12243779,5,2
12243791,6,1
12243798,7,3
12243822,6,2
12243823,6,30
12243826,5,5
12243853,7,7
12243870,6,2
12243872,5,4
12243875,5,2
12243882,5,2
12243888,6,1
12243890,5,1
12244154,5,1
12244158,3,3
12244193,5,2
12244195,5,1
12244198,6,11
12244223,6,3
12244227,4,1
12244247,4,5
12244254,4,5
12244264,5,2
12244265,5,4
12244277,6,3
12244282,4,1
12244299,5,10
12244306,5,7
12244311,4,1
12244314,5,1
12244333,5,3
12244372,5,2
12244382,5,1
12244385,4,5
12244386,4,3
12244394,4,2
12244396,6,5
12244401,5,1
12244436,4,1
12244439,5,2
12244470,4,1
12244488,5,2
12244503,5,5
12244510,5,1
12244514,5,6
12244516,6,4
12244541,5,2
12244560,4,7
12244562,5,2
12244565,5,4
12244569,5,1
12244576,4,2
12244592,6,1
12244605,7,4
12244624,6,10
12245188,5,3
12245190,5,3
12245233,5,7
12245308,6,4
12245366,6,4
12245385,7,35
12245396,5,2
12245400,5,1
12245415,5,3
12245443,6,1
12245448,4,5
12245449,5,4
12245476,5,5
12245488,6,3
12245493,5,4
12245513,5,3
12245525,5,4
12245535,5,2
12245536,5,4
12245540,7,4
12245552,6,11
12245580,4,1
12245592,5,3
12245594,6,3
12245612,6,5
12245626,5,9
12245642,7,1
12245676,5,3
12245678,5,3
12245688,5,4
12245692,6,1
12245770,5,1
12245775,5,4
12245786,6,2
12245788,6,5
12245839,4,3
12245841,5,3
12245853,4,2
12246024,4,1
12246032,5,2
12246695,5,7
12246718,5,2
12246723,5,3
12246735,5,4
12246786,4,1
12246791,4,5
12246803,4,2
12246822,6,1
12246823,6,1
12246825,5,5
12246827,6,5
12246829,6,3
12246841,5,4
12246850,6,11
12246852,5,2
12246923,6,3
12246947,6,1
12246949,5,1
12246957,5,9
12246962,5,1
12246963,6,6
12246976,5,4
12246977,4,1
12246981,5,2
12246996,5,1
12247001,6,5
12247006,5,1
12247010,5,1
12247014,5,1
12247025,6,4
12247051,5,1
12247055,5,4
12247058,5,2
12247062,5,1
12247063,5,4
12247066,4,5
12247069,5,2
12247076,5,7
12247120,5,1
12247121,5,2
12247127,6,5
12247132,6,4
12247146,5,1
12247190,6,3
12247201,6,2
12247202,5,3
12247209,4,11
12247217,5,4
12247224,5,7
12247235,5,2
12247251,5,1
12247256,5,1
12247260,5,1
12247274,5,2
12247278,6,7
12247279,5,3
12247297,6,4
12247299,6,4
12247300,5,1
12247320,7,5
12247323,6,8
12247564,5,1
12247567,5,6
12247570,5,1
12247600,5,2
12247603,5,3
12247604,5,2
12247623,5,6
12247629,5,4
12247650,5,2
12247687,6,2
12247688,5,4
12247706,5,5
12247707,5,2
12247724,5,3
12247726,5,4
12247731,6,6
12247736,5,1
12247749,5,2
12247765,5,1
12247827,6,1
12247840,5,10
12247842,5,3
12247847,7,1
12247848,5,1
12247855,6,2
12247870,5,2
12247889,6,3
12247918,6,4
12247924,6,2
12248001,5,4
12248007,5,6
12248011,6,2
12248030,4,1
12248046,6,6
12248218,5,6
12248219,5,3
12248241,6,4
12248265,5,1
12248268,5,3
12248272,6,3
12248277,5,2
12248288,6,3
12248328,6,7
12248347,5,2
12248357,5,7
12248426,4,1
12248431,4,2
12248432,6,5
12248434,6,19
12248439,5,2
12248442,5,4
12248447,4,2
12248459,4,4
12248460,7,2
12248468,5,4
12248470,5,2
12248471,5,7
12248479,4,2
12248492,5,5
12248494,5,2
12248501,5,2
12248502,6,3
12248507,6,3
12248519,4,7
12248529,6,1
12248535,4,2
12248548,4,1
12248565,4,3
12248612,5,4
12248638,5,24
12248639,5,4
12248646,6,4
12248650,6,4
12248663,5,1
12248669,6,4
12248673,4,2
12248678,5,2
12248692,5,1
12249018,5,5
12249020,5,5
12249119,6,4
12249121,5,3
12249133,5,2
12249136,6,2
12249154,6,1
12249162,6,1
12249187,5,1
12249194,6,2
12249213,5,1
12249216,5,7
12249261,5,2
12249283,5,31
12249284,5,1
12249297,5,1
12249320,5,2
12249380,5,2
12249388,5,2
12249424,5,2
12249426,5,4
12249428,5,1
12249433,5,5
12249462,7,3
12249485,4,4
12249527,7,1
12249540,6,4
12249611,6,1
12249658,6,7
12249668,5,5
12249674,5,2
12249676,5,4
12249698,5,1
12249706,7,2
12249849,5,2
12249855,5,3
12249872,5,1
12249878,5,1
12249882,6,2
12249895,4,1
12249926,4,2
12249929,5,1
12249937,4,1
12249966,6,2
12250005,5,3
12250025,5,5
12250075,5,2
12250097,5,1
12250109,5,2
12250111,6,4
12250119,5,1
12250160,5,2
12250169,5,1
12250177,5,4
12250229,4,3
12250232,5,1
12250243,4,3
12250249,4,6
12250267,6,3
12250308,4,4
12250318,4,3
12250321,6,5
12250325,6,4
12250351,5,4
12250354,5,2
12250357,5,2
12250359,5,5
12250366,5,2
12250379,5,4
12250384,6,2
12250406,5,3
12250410,5,3
12250939,4,2
12250940,4,1
12250945,5,2
12250949,5,3
12250958,5,4
12250962,5,2
12250973,5,6
12250982,7,9
12250983,5,6
12250989,5,9
12251013,7,10
12251043,6,6
12251066,5,3
12251067,5,3
12251093,6,3
12251098,4,1
12251115,5,1
12251125,5,1
12251131,5,1
12251194,5,8
12251225,5,3
12251237,5,6
12251246,5,2
12251257,5,2
12251303,5,1
12251305,5,3
12251310,5,3
12251311,4,2
12251340,4,1
12251345,6,2
12251369,4,1
12251377,5,1
12251414,4,5
12251427,4,2
12251430,5,3
12251441,5,4
12251460,5,15
12251468,4,2
12251476,5,1
12251486,5,2
12251493,6,10
12251495,4,3
12251500,5,1
12251506,5,2
12251516,4,1
12251520,5,1
12251530,5,1
12251532,5,2
12251551,6,3
12251552,3,1
12251563,5,1
12251570,5,4
12251776,4,1
12251780,4,1
12251802,4,1
12251810,5,2
12251811,4,1
12251817,5,5
12251827,5,3
12251831,5,1
12251842,4,4
12251862,4,1
12251866,4,2
12251875,6,6
12251890,5,4
12251958,5,3
12251971,4,1
12251983,7,5
12251988,4,3
12251998,5,1
12252006,5,5
12252019,6,3
12252030,5,1
12252056,5,1
12252067,5,1
12252069,7,3
12252098,5,4
12252101,5,1
12252135,5,2
12252138,5,1
12252146,4,1
12252160,6,1
12252178,5,1
12252210,6,4
12252212,5,1
12252219,6,3
12252238,5,3
12252604,4,4
12252617,5,5
12252626,5,2
12252632,5,1
12252638,6,4
12252643,5,1
12252645,4,1
12252646,4,1
12252649,5,1
12252666,5,8
12252669,5,5
12252688,5,11
12252689,6,2
12252709,5,5
12252725,5,5
12252740,5,2
12252748,5,5
12252759,6,3
12252761,5,3
12252766,6,7
12252786,4,5
12252832,5,10
12252836,6,2
12252849,5,1
12252859,5,1
12252877,5,2
12252878,6,1
12252886,5,2
12252887,4,1
12252888,5,3
12252891,4,2
12252894,4,3
12252896,4,4
12252916,5,4
12252938,4,4
12252939,6,1
12252955,7,4
12252965,4,1
12252966,5,1
12252976,5,2
12252981,6,2
12252991,4,1
12252995,7,1
12252999,6,1
12253008,5,2
12253021,6,4
12253033,6,3
12253039,5,4
12253042,5,1
12253046,5,3
12253067,6,2
12253337,4,4
12253357,4,2
12253394,4,1
12253419,4,4
12253461,7,2
12253464,5,1
12253466,5,5
12253477,6,2
12253493,4,6
12253495,5,2
12253500,4,7
12253513,5,3
12253533,6,3
12253589,4,2
12253597,6,1
12253598,5,1
12253601,5,2
12253616,4,6
12253620,5,2
12253622,6,12
12253627,5,1
12253638,5,5
12253653,5,2
12253669,5,4
12253678,5,1
12253697,7,6
12253719,5,1
12253726,4,7
12253727,4,1
12253738,5,6
12253779,5,3
12253837,5,9
12253838,4,3
12253845,5,3
12253863,5,3
12253869,5,4
12253882,7,13
12253886,5,1
12253891,6,2
12253894,7,4
12253924,5,1
12253974,6,4
12254122,4,3
12254157,5,2
12254163,5,6
12254169,5,8
12254188,5,3
12254210,5,1
12254211,6,3
12254226,5,2
12254230,6,3
12254294,5,5
12254319,5,2
12254323,5,2
12254333,5,3
12254362,6,3
12254371,6,5
12254383,5,2
12254385,5,2
12254399,7,7
12254423,5,2
12254425,5,4
12254436,7,5
12254441,7,4
12254448,5,1
12254450,5,1
12254473,5,3
12254478,6,14
12254494,5,6
12254500,5,7
12254508,4,3
12254536,5,3
12254541,5,3
12254549,6,9
12254552,5,1
12254562,7,2
12254564,5,5
12254931,4,2
12255263,4,2
12255265,5,1
12255293,5,4
12255300,6,2
12255353,5,1
12255382,5,2
12255383,5,1
12255385,6,6
12255386,3,4
12255388,5,3
12255390,3,2
12255395,4,2
12255397,6,4
12255399,5,4
12255412,7,11
12255413,4,2
12255417,5,3
12255421,5,2
12255423,4,2
12255424,5,2
12255427,6,2
12255431,4,6
12255441,4,2
12255482,6,4
12255502,7,2
12255505,6,6
12255517,3,1
12255518,7,7
12255526,4,4
12255531,5,3
12255557,6,10
12255560,6,3
12255696,5,1
12255704,5,3
12255709,5,1
12255734,5,4
12255766,5,6
12255790,4,1
12255795,6,2
12255798,5,1
12255803,5,1
12255810,5,2
12255830,5,1
12255841,5,2
12255855,5,2
12255858,4,1
12255865,4,1
12255882,5,1
12256091,5,4
12256097,5,3
12256114,6,4
12256118,5,2
12256119,6,3
12256140,6,5
12256163,7,3
12256171,5,4
12256190,4,11
12256197,4,1
12256253,5,1
12256266,5,6
12256303,5,1
12256327,5,4
12256351,6,3
12256367,3,1
12256370,4,2
12256382,5,2
12256385,5,5
12256391,5,3
12256397,4,3
12256399,7,5
12256403,6,2
12256412,5,3
12256416,3,2
12256420,3,1
12256429,4,7
12256433,5,1
12256436,4,4
12256438,5,1
12256439,6,5
12256440,4,4
12256456,6,7
12256465,6,4
12256473,4,1
12256481,5,2
12256614,5,3
12256670,5,2
12256681,5,2
12256716,5,1
12256724,6,6
12256726,7,5
12256732,5,3
12256743,6,1
12256748,4,2
12256796,3,1
12256833,5,3
12256847,6,6
12256853,5,3
12256868,4,1
12256878,5,1
12256879,4,3
12256898,5,4
12256928,6,1
12256953,5,1
12256956,5,1
12256983,4,1
12256992,3,2
12257009,5,1
12257010,5,2
12257012,6,2
12257029,5,2
12257034,5,2
12257041,5,3
12257073,5,4
12257075,4,4
12257081,5,1
12257084,4,5
12257088,6,1
12257089,5,2
12257100,6,3
12257106,4,1
12257108,5,1
12257115,5,8
12257273,4,1
12257274,6,1
12257389,5,1
12257407,4,1
12257414,6,4
12257417,5,2
12257479,5,2
12257514,4,2
12257518,5,5
12257523,5,2
12257524,5,2
12257541,5,4
12257545,4,3
12257552,5,2
12257559,5,3
12257620,6,5
12257621,5,1
12257624,5,2
12257627,5,6
12257640,5,4
12257641,5,7
12257665,4,3
12257666,5,3
12257673,4,3
12257686,4,2
12257700,5,2
12257716,5,2
12257724,4,1
12257736,5,3
12257756,6,2
12257766,5,1
12257774,5,4
12257807,5,1
12257831,4,2
12257836,5,1
12257986,5,1
12258019,6,9
12258021,4,1
12258030,5,6
12258059,5,11
12258075,4,2
12258097,6,5
12258098,5,4
12258113,5,3
12258117,6,2
12258121,5,4
12258125,5,5
12258138,4,1
12258159,6,3
12258160,7,3
12258168,7,2
12258180,7,3
12258182,6,1
12258191,6,2
12258197,5,2
12258203,4,1
12258221,6,1
12258235,6,3
12258238,5,3
12258272,5,1
12258283,5,2
12258289,6,8
12258299,7,5
12258307,7,2
12258313,5,4
12258337,6,1
12258404,6,1
12258430,7,14
12258436,7,14
12258439,5,3
12258448,7,4
12258457,4,3
12258468,5,3
12258515,5,2
12258517,5,1
12258633,4,2
12258680,7,3
12261088,7,3
12261096,5,1
12261101,7,6
12261106,5,5
12261110,4,4
12261114,5,3
12261117,6,2
12261131,5,1
12261138,4,1
12261141,4,1
12261178,5,1
12261179,5,2
12261180,4,3
12261192,4,2
12261194,5,7
12261200,5,3
12261211,5,3
12261219,5,1
12261258,5,5
12261259,4,2
12261264,4,1
12261305,5,1
12261308,6,1
12261319,6,1
12261362,5,8
12261449,5,1
12261450,5,4
12261465,5,4
12261467,5,2
12261497,5,1
12261507,5,1
12261515,6,2
12261553,5,5
12261585,5,1
12261593,6,1
12261600,5,3
12261612,6,1
12261617,4,3
12261672,5,6
12261897,5,2
12261900,6,3
12261905,5,1
12261906,4,3
12261909,4,1
12261934,5,1
12261945,5,1
12261949,5,1
12261959,5,2
12261961,5,2
12261975,5,6
12261984,5,6
12261989,5,2
12262011,4,1
12262038,5,4
12262040,5,4
12262049,4,2
12262064,5,1
12262074,5,1
12262075,5,3
12262096,6,7
12262103,4,1
12262107,5,2
12262116,6,4
12262117,5,2
12262158,5,1
12262175,5,7
12262186,6,6
12262205,6,2
12262211,5,1
12262263,5,3
12262295,5,1
12262301,5,3
12262310,5,6
12262338,5,1
12262359,5,1
12262477,5,3
12262486,4,3
12262492,5,9
12262514,5,3
12262539,5,3
12262566,4,4
12262573,4,1
12262588,6,2
12262603,5,2
12262626,4,4
12262627,5,1
12262628,5,6
12262638,5,4
12262655,7,5
12262658,5,12
12262747,5,1
12262760,4,2
12262778,5,2
12262825,5,2
12262830,4,3
12262839,5,3
12262843,6,3
12262844,5,2
12262845,5,5
12262864,5,12
12262879,5,1
12262881,6,2
12262923,4,2
12263151,5,3
12263162,6,1
12263188,5,3
12263219,5,2
12263230,5,3
12263238,5,1
12263249,4,1
12263253,6,10
12263278,5,3
12263303,5,11
12263309,6,2
12263320,6,5
12263323,5,2
12263351,6,7
12263382,6,2
12263385,5,4
12263403,5,3
12263421,3,1
12263423,5,1
12263435,5,4
12263441,5,2
12263442,4,1
12263452,5,6
12263491,4,1
12263538,6,1
12263540,4,6
12263586,6,8
12263603,3,2
12263605,4,2
12263607,7,4
12263614,5,5
12263768,6,5
12263816,5,3
12263818,5,5
12263828,5,1
12263839,5,2
12263850,4,4
12263863,5,7
12263870,5,5
12263880,6,1
12263892,5,3
12263894,6,2
12263899,5,17
12263910,7,2
12263914,4,1
12263915,5,3
12263923,5,3
12263940,5,3
12263941,4,1
12263942,4,2
12263946,6,13
12263949,5,1
12263953,7,2
12263955,5,2
12263976,5,3
12263983,5,2
12263994,5,1
12264025,6,5
12264037,5,13
12264039,5,1
12264053,4,2
12264060,6,7
12264067,4,2
12264080,5,2
12264088,4,1
12264095,5,3
12264105,4,1
12264109,5,2
12264122,5,2
12264131,7,2
12264147,6,9
12264158,5,1
12264178,7,4
12264186,5,2
12264191,5,1
12264212,5,6
12264240,4,1
12264255,6,3
12264256,6,3
12264257,6,1
12264264,4,1
12264271,5,5
12264279,6,5
12264759,6,5
12264771,5,1
12264778,7,4
12264789,4,5
12264818,6,4
12264819,4,5
12264829,5,1
12264839,5,5
12264842,5,4
12264850,5,4
12264851,5,1
12264853,5,1
12264856,5,2
12264867,4,2
12264872,5,5
12264885,5,1
12264936,5,2
12264937,4,1
12264956,6,3
12264966,4,1
12264969,5,3
12264975,6,3
12265016,6,2
12265024,4,1
12265032,5,2
12265036,5,3
12265047,4,2
12265051,5,3
12265061,6,4
12265090,7,7
12265098,5,1
12265141,4,7
12265142,5,1
12265162,5,2
12265163,4,2
12265176,7,6
12265181,5,1
12265196,5,2
12265239,4,1
12265244,5,4
12265250,5,3
12265296,7,4
12265324,5,3
12265495,5,3
12265522,5,5
12265530,3,2
12265531,5,5
12265532,4,2
12265537,4,1
12265547,6,1
12265553,5,1
12265558,4,2
12265561,5,5
12265569,5,2
12265574,4,1
12265598,5,2
12265603,4,1
12265604,4,3
12265622,4,1
12265646,4,3
12265650,6,3
12265670,5,2
12265693,6,2
12265699,5,1
12265706,5,5
12265711,6,1
12265754,5,3
12265772,6,6
12265796,5,1
12265806,5,6
12265849,6,4
12265896,6,6
12265918,4,4
12266062,6,2
12266101,5,3
12266105,3,1
12266162,7,7
12266167,5,1
12266170,5,2
12266175,3,1
12266232,5,1
12266254,3,1
12266258,5,5
12266262,4,2
12266275,4,3
12266323,7,5
12266324,4,1
12266334,5,1
12266366,7,5
12266375,6,4
12266413,6,5
12266414,5,1
12266427,4,1
12266438,4,1
12266454,5,1
12266469,5,8
12266482,6,1
12266807,5,2
12266808,5,1
12266825,5,3
12266848,7,1
12266855,5,2
12266862,5,7
12266867,5,3
12266872,3,2
12266880,4,3
12266884,5,7
12266887,4,3
12266897,5,1
12266936,5,3
12266950,5,1
12267015,5,4
12267021,5,1
12267025,5,1
12267034,5,3
12267071,4,1
12267074,5,1
12267082,5,1
12267083,5,4
12267086,5,2
12267091,5,2
12267095,6,6
12267098,5,1
12267103,5,1
12267110,6,4
12267124,5,2
12267170,4,2
12267367,4,3
12267373,6,3
12267376,3,2
12267382,6,1
12267384,5,3
12267388,5,3
12267392,5,2
12267410,5,1
12267425,6,11
12267445,4,4
12267449,6,8
12267465,7,4
12267485,5,4
