"uniqueid","highest_severity_rank","max_charge"
12202703,5,6
12202717,5,3
12202720,5,3
12202742,7,8
12202765,7,4
12202770,5,5
12202777,4,1
12202781,6,5
12202902,6,4
12202909,5,5
12202931,5,10
12202960,5,3
12202961,5,1
12202982,4,1
12202992,4,2
12203042,4,3
12203047,6,3
12203117,7,11
12203152,5,6
12203153,5,4
12203176,4,4
12203183,4,1
12203189,5,2
12203194,3,4
12203205,5,2
12203240,5,6
12203242,5,6
12203256,5,1
12203258,5,4
12203271,5,3
12203281,6,1
12203282,5,3
12203286,4,2
12203295,4,1
12203319,5,3
12203321,3,2
12203322,5,1
12203332,7,4
12203359,5,4
12203505,5,1
12203507,6,3
12203515,5,2
12203521,5,2
12203552,3,1
12203571,5,1
12203594,5,3
12203605,6,7
12203610,4,2
12203613,5,12
12203620,5,2
12203623,6,1
12203631,5,5
12203661,5,1
12203665,5,1
12203709,6,5
12203736,4,2
12203739,5,21
12203744,5,12
12203761,5,3
12203764,5,2
12203783,7,3
12203787,4,1
12203798,5,1
12203808,4,1
12203818,5,2
12203824,5,2
12203826,5,4
12203827,3,3
12203906,7,4
12204128,5,2
12204131,5,2
12204139,5,5
12204140,5,1
12204151,6,7
12204153,5,1
12204156,5,3
12204162,5,4
12204170,5,4
12204172,4,2
12204176,4,2
12204179,4,1
12204183,6,5
12204184,5,3
12204229,4,2
12204254,3,2
12204279,5,3
12204285,5,3
12204311,5,1
12204323,5,3
12204337,6,5
12204338,6,1
12204345,5,2
12204374,5,2
12204433,5,5
12204544,6,7
12204601,5,2
12204605,4,3
12204606,5,3
12204612,5,6
12204616,5,3
12204622,4,1
12204623,5,2
12204664,5,3
12204668,6,3
12204670,5,1
12204673,5,2
12204674,5,3
12204679,5,5
12204681,5,5
12204683,4,1
12204685,5,2
12204702,5,3
12204758,5,2
12204778,6,5
12204790,4,1
12204793,5,1
12204824,5,4
12204828,5,3
12204840,5,6
12204849,4,2
12204852,5,3
12204858,6,8
12204862,4,1
12204864,4,3
12204887,5,3
12204890,5,5
12204916,6,1
12204955,5,4
12204964,5,2
12204968,5,4
12204989,5,6
12204991,5,6
12205000,5,2
12205002,5,1
12205011,5,5
12205035,4,5
12205044,5,4
12205055,5,4
12205057,5,3
12205062,6,4
12205068,6,6
12205084,4,1
12205085,4,1
12205098,4,1
12205111,5,2
12205115,5,2
12205120,6,1
12205133,5,3
12205134,6,1
12205138,5,5
12205148,4,6
12205426,5,3
12205427,6,9
12205437,5,3
12205438,5,3
12205440,5,5
12205443,4,1
12205451,5,2
12205452,6,8
12205455,6,7
12205465,5,3
12205466,5,1
12205472,6,2
12205533,6,9
12205538,4,1
12205543,5,3
12205555,5,2
12205572,4,4
12205575,5,1
12205593,7,7
12205596,6,1
12205611,5,5
12205619,6,3
12205620,5,1
12205628,5,2
12205630,5,2
12205644,5,11
12205671,5,1
12205689,6,6
12205718,4,4
12205724,6,1
12205733,6,1
12205745,6,1
12205746,4,4
12205748,5,5
12205762,4,2
12205765,4,3
12205775,4,1
12205777,5,1
12205781,5,1
12205798,5,3
12205840,4,1
12205981,4,3
12205993,6,1
12206001,6,3
12206046,6,1
12206050,5,1
12206051,5,1
12206070,5,4
12206091,5,1
12206110,6,2
12206113,6,4
12206143,5,3
12206161,5,4
12206222,4,3
12206230,5,1
12206237,5,9
12206239,4,1
12206242,5,1
12206249,6,1
12206284,5,1
12206285,4,1
12206306,5,3
12206312,6,1
12206313,6,1
12206314,5,2
12206316,5,2
12206318,7,5
12206324,6,2
12206339,5,7
12206381,5,8
12206383,4,1
12206388,5,2
12206396,5,1
12206760,5,2
12206862,4,1
12206867,5,6
12206880,5,1
12206885,7,6
12206900,6,3
12206904,4,4
12206909,5,8
12206921,4,2
12206928,5,3
12206932,4,2
12206935,6,2
12206943,5,4
12206966,5,2
12206975,5,2
12206984,6,2
12206989,4,1
12206991,5,5
12207001,5,1
12207045,4,3
12207055,5,6
12207083,4,5
12207095,6,4
12207116,7,3
12207253,6,2
12207306,5,1
12207310,4,1
12207314,5,1
12207315,5,2
12207323,4,1
12207327,5,30
12207350,6,2
12207351,6,16
12207357,6,5
12207368,5,2
12207414,4,1
12207418,7,10
12207543,4,1
12207618,5,7
12207631,5,2
12207632,7,5
12207643,6,2
12207645,6,4
12207660,6,3
12207663,5,3
12207666,5,2
12207693,4,3
12207698,5,1
12207704,6,5
12207745,6,1
12207746,5,1
12207747,6,2
12207766,5,1
12207777,5,5
12207780,5,1
12207783,4,6
12207785,5,2
12207786,5,3
12207791,4,2
12207800,6,1
12207806,5,5
12207813,5,6
12207851,5,6
12207870,4,1
12208013,5,5
12208014,5,3
12208065,6,1
12208071,5,5
12208079,5,2
12208091,5,5
12208129,5,2
12208140,4,2
12208149,5,1
12208157,4,3
12208159,5,6
12208161,5,4
12208163,5,4
12208171,5,1
12208187,5,3
12208191,6,4
12208192,6,3
12208200,5,6
12208203,5,4
12208210,5,2
12208212,5,3
12208214,5,1
12208217,5,3
12208220,7,2
12208229,4,1
12208232,5,3
12208238,6,2
12208239,5,1
12208244,6,8
12208246,5,5
12208247,4,4
12208248,6,3
12208259,6,9
12208266,5,1
12208285,4,3
12208300,4,2
12208364,6,3
12208374,5,10
12208375,3,4
12208378,5,1
12208379,6,4
12208384,6,4
12208387,5,1
12208391,5,2
12208396,5,3
12208403,5,3
12208412,5,3
12208413,6,2
12208414,5,2
12208445,5,9
12208451,5,1
12208458,5,9
12208460,5,4
12208461,6,4
12208471,5,4
12208472,5,3
12208493,4,1
12208514,4,1
12208517,5,3
12208529,5,2
12208540,4,1
12208547,5,7
12208558,5,1
12208573,5,4
12208606,5,2
12208613,5,3
12208614,4,1
12208622,5,2
12208633,5,3
12208635,4,3
12208637,5,16
12208642,4,1
12208648,5,2
12208654,5,1
12208658,5,2
12208663,5,3
12208672,6,2
12208673,5,1
12208700,5,1
12208713,4,2
12208778,4,3
12208782,5,4
12208818,5,2
12208859,5,2
12208868,5,5
12208957,5,1
12208973,5,2
12209050,4,5
12209051,5,2
12209076,5,1
12209113,6,2
12209141,6,4
12209147,5,2
12209157,5,2
12209159,5,3
12209163,5,3
12209167,6,2
12209171,6,1
12209174,4,2
12209178,5,3
12209185,4,3
12209206,4,2
12209222,4,2
12209227,5,6
12209240,6,5
12209247,4,1
12209253,5,1
12209261,5,1
12209273,5,5
12209292,5,6
12209296,5,2
12209300,5,1
12209307,7,1
12209311,5,2
12209327,5,1
12209346,4,4
12209354,5,2
12209359,6,3
12209364,5,6
12209373,6,5
12209380,5,1
12209389,5,7
12209409,5,2
12209427,5,1
12209504,5,5
12209505,5,3
12209517,5,3
12209533,4,1
12209534,5,1
12209543,5,2
12209549,6,1
12209565,4,7
12209570,5,1
12209578,5,3
12209580,5,4
12209584,7,5
12209585,5,3
12209587,5,5
12209592,5,3
12209632,5,4
12209651,4,1
12209666,3,2
12209668,4,2
12209684,4,1
12209694,4,1
12209707,5,3
12209733,6,1
12209767,6,3
12209777,5,2
12209778,5,4
12209780,4,1
12209786,5,1
12209795,4,3
12209799,6,7
12209805,5,4
12209824,4,1
12209825,4,5
12209826,6,11
12209827,4,3
12209839,6,3
12209841,6,4
12209854,5,1
12209859,5,5
12209882,6,6
12209884,3,4
12209891,6,2
12209900,4,2
12209904,5,1
12209908,5,2
12209912,6,2
12209924,5,3
12209931,5,6
12209937,5,4
12209939,5,3
12209940,6,40
12210090,6,1
12210144,4,2
12210415,5,2
12210445,4,1
12210461,5,6
12210462,5,2
12210474,5,2
12210479,5,4
12210481,5,3
12210506,4,1
12210513,7,6
12210514,5,5
12210520,5,2
12210528,6,4
12210544,4,1
12210578,4,1
12210587,5,1
12210622,6,6
12210627,4,3
12210649,7,3
12210666,7,4
12210668,7,5
12210692,6,1
12210707,1,1
12210731,5,3
12210733,5,1
12210734,5,1
12210740,7,1
12210741,6,1
12210742,5,3
12210747,4,2
12210759,7,3
12210761,5,4
12210762,4,4
12210771,6,4
12210772,5,5
12210800,7,1
12210810,5,6
12210824,6,6
12210836,5,3
12210840,5,5
12210906,7,9
12210924,4,1
12211075,5,1
12211081,7,5
12211103,5,2
12211127,5,4
12211132,5,1
12211133,4,2
12211138,5,2
12211144,6,11
12211145,5,3
12211149,4,4
12211152,5,5
12211153,5,1
12211158,6,1
12211160,5,3
12211167,6,4
12211182,6,4
12211198,4,7
12211207,4,2
12211216,6,1
12211221,5,2
12211251,6,5
12211252,5,5
12211254,7,2
12211256,5,1
12211257,5,3
12211300,7,2
12211310,5,2
12211333,6,4
12211346,5,1
12211349,5,2
12211351,4,4
12211356,4,4
12211366,5,8
12211441,4,2
12211459,5,2
12211461,4,1
12211469,5,2
12211484,5,4
12211513,5,1
12211527,5,4
12211533,5,2
12211534,5,4
12211806,5,2
12211816,5,2
12211823,5,1
12211834,5,1
12211843,5,2
12211971,5,4
12211975,4,1
12211983,5,9
12211984,5,2
12212000,4,3
12212002,5,2
12212006,5,1
12212008,5,1
12212010,5,2
12212024,6,2
12212026,5,5
12212035,5,2
12212040,6,3
12212042,5,6
12212045,5,4
12212051,5,3
12212054,4,4
12212062,7,3
12212112,5,2
12212135,5,2
12212143,7,6
12212150,5,4
12212151,5,1
12212153,5,3
12212155,5,1
12212175,5,4
12212178,5,3
12212186,6,7
12212187,4,2
12212203,6,5
12212229,3,1
12212239,5,6
12212251,5,14
12212252,4,1
12212261,4,1
12212264,6,8
12212266,6,3
12212277,5,4
12212279,5,2
12212300,3,1
12212307,6,8
12212344,5,1
12212399,4,3
12212400,5,1
12212408,5,2
12212416,5,1
12212436,6,2
12212454,5,2
12212482,5,4
12212488,5,2
12212490,6,2
12212493,6,1
12212526,5,5
12212545,5,4
12212559,6,4
12212564,4,1
12212569,6,1
12212614,5,4
12212615,6,5
12212620,5,5
12212633,5,16
12212860,5,4
12212881,5,2
12212898,6,2
12212945,5,7
12212953,5,5
12212957,2,1
12212973,5,3
12212979,6,2
12213007,5,4
12213020,5,3
12213022,4,2
12213024,4,2
12213027,5,1
12213037,4,3
12213038,4,1
12213058,5,6
12213061,5,7
12213063,6,3
12213076,5,3
12213084,4,4
12213090,5,4
12213108,4,1
12213114,5,1
12213125,5,4
12213130,4,2
12213438,6,6
12213492,5,2
12213495,5,2
12213501,5,5
12213503,6,3
12213509,4,3
12213522,5,2
12213536,5,2
12213540,5,4
12213545,5,4
12213548,5,2
12213551,7,3
12213553,5,4
12213554,6,7
12213616,5,1
12213629,4,1
12213640,4,3
12213656,6,2
12213662,6,6
12213666,5,1
12213670,6,5
12213681,4,1
12213694,7,2
12213702,6,1
12213703,5,2
12213705,4,3
12213711,5,4
12213729,6,1
12213732,7,4
12213749,3,2
12213757,4,2
12213758,5,5
12213782,5,4
12213787,5,6
12213788,4,2
12213791,5,3
12213795,5,1
12213796,7,2
12213799,5,5
12213803,6,2
12213830,6,4
12213853,7,11
12213860,5,8
12213890,6,1
12213936,5,2
12213945,5,9
12214012,6,2
12214014,5,6
12214021,6,6
12214030,5,2
12214048,4,1
12214060,5,2
12214065,5,1
12214070,4,1
12214072,5,3
12214083,5,4
12214089,7,2
12214104,5,1
12214128,5,4
12214140,5,1
12214147,5,2
12214149,4,2
12214165,5,4
12214171,4,3
12214176,5,3
12214180,4,1
12214193,7,5
12214195,5,1
12214197,5,1
12214208,6,3
12214215,5,3
12214225,5,1
12214266,5,4
12214275,5,1
12214284,4,4
12214296,5,7
12214322,6,1
12214341,6,3
12214346,4,3
12214367,5,2
12214378,5,5
12214379,3,1
12214386,6,3
12214413,6,3
12214435,5,2
12214457,4,3
12214458,5,3
12214459,5,3
12214463,6,3
12214468,5,8
12214472,5,2
12214473,5,4
12214530,4,3
12214618,5,5
12214694,6,6
12214740,5,3
12214753,5,4
12214760,4,2
12214771,5,5
12214785,4,4
12214844,5,1
12214851,7,4
12218723,4,2
12218725,5,2
12218727,6,7
12218732,6,5
12218735,6,1
12218736,5,3
12218738,5,8
12218740,5,1
12218741,5,6
12218745,7,6
12218746,5,4
12218748,4,3
12218749,6,1
12218758,4,3
12218785,6,1
12218792,5,4
12218824,5,1
12218826,5,2
12218832,5,3
12218899,5,4
12218980,5,4
12219011,4,3
12219013,6,4
12219017,6,1
12219028,5,3
12219034,5,4
12219157,5,1
12219586,5,1
12219602,6,3
12224534,5,3
12224793,7,19
12224808,4,6
12224858,6,4
12225040,5,2
12225041,5,2
12225043,5,2
12225045,6,3
12225047,5,2
12225049,5,5
12225050,5,3
12225051,5,2
12225062,4,1
12225065,5,4
12225067,6,3
12225068,6,12
12225077,7,7
12225078,6,1
12225085,5,4
12225088,5,8
12225093,4,2
12225101,6,1
12225102,5,3
12225107,5,3
12225112,5,1
12225123,5,2
12225130,5,2
12225133,4,2
12225134,4,3
12225140,4,1
12225151,5,4
12225153,4,4
12225154,6,2
12225155,7,8
12225156,6,2
12225175,5,5
12225184,4,2
12225193,5,2
12225196,5,4
12225232,5,1
12225233,7,3
12225321,4,2
12225337,7,19
12225338,5,4
12225357,5,5
12225361,4,1
12225367,5,2
12225402,5,5
12225413,4,1
12225420,5,1
12225427,5,2
12225441,6,2
12225450,4,5
12225460,6,2
12225461,5,2
12225478,6,1
12225479,5,2
12225488,4,1
12225492,4,1
12225500,6,6
12225501,5,2
12225505,5,3
12225517,3,1
12225528,4,3
12225529,6,4
12225545,5,5
12225698,6,3
12225705,5,1
12225739,5,1
12225746,5,2
12225752,5,6
12225770,5,4
12225782,5,2
12225786,5,3
12225797,6,7
12225798,4,1
12225800,5,2
12225804,5,3
12225942,4,1
12225950,3,4
12225953,4,6
12225966,7,11
12225970,5,1
12225976,6,5
12225977,4,1
12225984,5,3
12225989,6,2
12226010,7,9
12226034,3,2
12226043,5,3
12226044,6,4
12226047,5,5
12226059,4,1
12226083,6,2
12226119,4,8
12226127,7,10
12226212,4,1
12226517,6,3
12226522,6,5
12226545,5,10
12226553,4,6
12226579,5,1
12226600,5,3
12226608,5,1
12226626,3,2
12226630,5,3
12226638,5,3
12226650,4,1
12226665,5,3
12226673,5,3
12226686,4,1
12226696,6,2
12226698,5,3
12226702,5,2
12226708,5,2
12226712,5,2
12226720,4,1
12226734,5,3
12226743,5,2
12226751,2,1
12226770,6,6
12226786,5,2
12226802,4,1
12226817,6,2
12226839,5,3
12226847,4,2
12226849,5,4
12226853,5,1
12226854,5,3
12226862,4,1
12226867,6,2
12226869,4,2
12226884,5,1
12226889,7,3
12226895,6,5
12226899,4,1
12226906,6,3
12226914,5,5
12226925,7,3
12226940,5,1
12226949,4,1
12226954,4,1
12226956,4,5
12226958,4,3
12226968,5,4
12226983,5,1
12226991,5,2
12227003,4,1
12227097,4,1
12227098,5,1
12227113,5,3
12227120,5,4
12227121,5,1
12227143,4,4
12227176,5,1
12227184,5,3
12227185,3,2
12227197,5,4
12227201,5,7
12227224,4,1
12227229,6,1
12227250,6,1
12227258,5,3
12227261,5,2
12227283,5,3
12227288,6,3
12227303,5,1
12227314,5,2
12227316,6,3
12227326,5,3
12227327,5,1
12227329,6,8
12227343,3,1
12227360,5,2
12227361,5,2
12227388,6,5
12227398,5,1
12227411,4,3
12227425,4,2
12227437,5,4
12227444,5,4
12227468,5,1
12227473,6,2
12227512,6,2
12227529,5,5
12227532,5,11
12227534,5,2
12227535,5,1
12227550,5,8
12227556,6,2
12227560,5,2
12227565,5,2
12227582,5,3
12227587,5,2
12227598,4,2
12227622,6,5
12227691,7,2
12227717,5,2
12228594,5,7
12228601,4,2
12228617,4,1
12228620,5,3
12228621,4,1
12228659,6,2
12228660,5,2
12228667,5,3
12228702,6,2
12228718,5,2
12228719,5,6
12228767,5,4
12228794,6,9
12228804,4,2
12228814,6,6
12228854,5,2
12228869,4,1
12228892,4,2
12228895,7,4
12228908,5,5
12228924,5,2
12228925,3,1
12228926,6,5
12228946,5,5
12228971,5,3
12228990,5,5
12228998,5,2
12229004,5,6
12229006,5,5
12229020,5,2
12229021,5,1
12229022,5,1
12229034,6,7
12229039,6,2
12229045,4,2
12229050,6,2
12229052,5,1
12229060,5,2
12229073,4,2
12229081,5,1
12229086,5,3
12229106,6,10
12229108,7,2
12229113,5,1
12229116,5,4
12229124,5,4
12229133,4,1
12229144,6,2
12229156,4,2
12229157,5,1
12229324,5,1
12229326,5,1
12229333,5,1
12229334,3,1
12229381,5,1
12229383,4,1
12229398,5,1
12229405,5,5
12229407,5,6
12229411,6,2
12229414,5,2
12229421,5,1
12229422,5,2
12229427,5,5
12229428,5,6
12229430,4,9
12229507,7,8
12229533,6,7
12229535,5,1
12229536,6,5
12229540,5,6
12229561,6,5
12229563,5,2
12229567,6,2
12229572,6,3
12229575,4,1
12229577,4,1
12229579,4,1
12229607,6,2
12229608,5,2
12229622,5,3
12229650,4,5
12229658,6,3
12229696,5,2
12229712,6,4
12229758,5,1
12229762,5,4
12229770,6,2
12229775,5,2
12229938,7,3
12229968,5,1
12229972,4,2
12229997,5,1
12230009,5,2
12230013,6,4
12230018,5,3
12230025,4,1
12230030,5,6
12230032,5,5
12230033,5,1
12230043,4,1
12230049,5,5
12230064,5,2
12230065,5,2
12230097,5,1
12230099,3,2
12230110,5,1
12230117,5,1
12230125,6,1
12230142,4,2
12230178,5,2
12230183,4,3
12230202,5,1
12230209,6,9
12230241,5,1
12230257,6,2
12230267,6,3
12230270,5,1
12230284,5,2
12230285,5,3
12230291,5,5
12230298,5,5
12230299,5,3
12230304,5,6
12230319,6,2
12230336,5,8
12230337,6,1
12230736,5,4
12230739,5,3
12230836,5,1
12230850,7,1
12230860,5,1
12230866,6,7
12230869,6,4
12230894,7,2
12230904,6,1
12230909,6,11
12230927,5,1
12230930,6,2
12230941,4,2
12230945,5,2
12230946,5,2
12230962,4,1
12230968,7,2
12230978,5,1
12231007,5,5
12231013,4,3
12231014,5,4
12231017,5,3
12231019,5,3
12231022,3,2
12231071,5,4
12231077,7,5
12231101,5,3
12231104,4,2
12231116,5,1
12231123,5,2
12231134,6,4
12231149,5,2
12231156,5,2
12231157,5,4
12231161,5,1
12231162,5,4
12231174,5,2
12231179,6,3
12231202,4,5
12231234,4,2
12231272,7,1
12231427,5,3
12231444,4,3
12231454,6,4
12231471,5,12
12231488,5,1
12231498,5,6
12231512,6,5
12231565,6,5
12231584,6,1
12231684,5,2
12231688,6,7
12231696,6,11
12231715,5,1
12231721,6,4
12231724,6,6
12231727,5,8
12231730,6,2
12231739,6,6
12231754,4,1
12231755,5,1
12231756,6,1
12231760,5,1
12231762,5,1
12231789,3,1
12231803,6,1
12231809,6,1
12231896,5,3
12231911,4,6
12231921,6,7
12231992,4,3
12232035,5,1
12232455,5,3
12232466,5,1
12232503,4,1
12232527,6,4
12232536,4,1
12232539,5,2
12232560,5,3
12232561,5,4
12232566,4,1
12232569,5,3
12232636,4,3
12232642,5,1
12232711,5,2
12232731,5,5
12232734,6,3
12232735,6,3
12232887,5,1
12232888,4,1
12232891,4,1
12232899,4,1
12232913,4,2
12232920,6,4
12232921,6,4
12232927,4,3
12232951,3,1
12232970,5,7
12232976,5,1
12232977,5,3
12232994,5,1
12233000,7,9
12233004,5,1
12233006,4,1
12233022,4,1
12233026,6,6
12233029,5,6
12233032,5,3
12233038,5,1
12233040,6,4
12233042,5,5
12233061,4,1
12233063,4,1
12233065,4,3
12233073,6,1
12233076,4,7
12233082,5,1
12233115,6,4
12233430,5,3
12233434,5,3
12233442,5,2
12233447,5,5
12233478,5,2
12233483,6,5
12233487,5,2
12233492,5,2
12233502,6,7
12233513,4,1
12233517,5,4
12233546,4,3
12233561,4,4
12233573,5,2
12233579,4,1
12233594,5,1
12233611,5,2
12233618,5,2
12233634,6,7
12233638,5,1
12233643,4,2
12233650,5,3
12233688,4,1
12233693,6,4
12233696,4,2
12233720,6,1
12233746,5,4
12233769,5,4
12233772,5,3
12233774,5,2
12233832,5,2
12233837,5,2
12233848,3,2
12233853,5,12
12233861,5,2
12233866,7,5
12233868,4,2
12233870,5,1
12233909,5,2
12233987,5,2
12233991,5,3
12234017,5,4
12234023,6,8
12234025,4,3
12234049,7,5
12234062,5,1
12234063,4,1
12234065,4,1
12234093,4,2
12234113,5,7
12234141,6,3
12234156,5,1
12234159,5,2
12234212,6,10
12234214,4,1
12234222,7,5
12234223,5,5
12234226,5,1
12234234,5,1
12234235,5,1
12234244,3,5
12234246,3,5
12234253,6,2
12234267,5,1
12234281,6,1
12234282,4,1
12234292,5,1
12234306,5,1
12234323,4,1
12234337,6,2
12234345,5,4
12234399,6,3
12234401,4,1
12234405,7,4
12234406,5,1
12234699,4,1
12234702,5,2
12234708,5,1
12234712,5,3
12234713,5,2
12234722,5,3
12234726,5,1
12234732,5,15
12234750,6,1
12234767,5,4
12234778,4,1
12234779,5,1
12234824,5,3
12234853,4,3
12234856,4,2
12234863,5,1
12234872,4,2
12234879,5,2
12234880,5,4
12234896,4,1
12234913,5,1
12234921,5,2
12234930,6,5
12234942,6,6
12234959,5,6
12234960,7,6
12234968,5,2
12234969,5,3
12234971,5,1
12234978,5,1
12234979,5,4
12235001,7,5
12235016,5,2
12235018,6,1
12235027,5,3
12235038,5,2
12235044,4,1
12235045,4,1
12235050,5,4
12235068,2,2
12235069,5,1
12235108,5,2
12235172,6,4
12235300,6,10
12235310,5,1
12235312,5,3
12235341,5,4
12235382,5,1
12235386,6,2
12235422,4,3
12235424,4,8
12235469,6,2
12235473,4,2
12235487,4,4
12235488,5,1
12235492,7,13
12235508,7,1
12235510,5,2
12235521,5,2
12235567,5,3
12235573,4,1
12235584,4,1
12235587,4,3
12235624,5,1
12235642,7,4
12235648,5,2
12235650,5,2
12235664,5,1
12235701,6,8
12235741,7,4
12235754,6,7
12238455,4,1
12238648,5,3
12238651,4,4
12238663,5,2
12238665,5,7
12238671,6,3
12238679,5,4
12238692,5,3
12238699,5,1
12238703,6,1
12238706,5,3
12238711,5,2
12238712,4,3
12238717,5,2
12238732,5,2
12238736,5,4
12238741,6,2
12238745,6,5
12238765,5,3
12238772,6,10
12238773,5,3
12238777,6,3
12238778,7,2
12238780,5,2
12238781,5,3
12238787,5,4
12238788,5,3
12238789,6,6
12238795,5,1
12238798,5,1
12238799,5,5
12238813,4,3
12238816,6,8
12238822,5,4
12238830,4,8
12238851,4,3
12238940,6,2
12238944,5,1
12238952,5,4
12238962,5,3
12238991,4,3
12239002,6,2
12239011,4,3
12239035,6,5
12239043,4,1
12239044,5,2
12239058,5,2
12239066,5,4
12239074,5,2
12239075,5,11
12239122,6,2
12239127,5,2
12239140,5,1
12239144,4,2
12239145,5,7
12239146,5,1
12239147,6,8
12239152,5,3
12239176,6,9
12239199,7,1
12239207,5,2
12239233,5,3
12239234,5,2
12239243,5,1
12239260,3,2
12239261,6,2
12239279,5,1
12239311,5,2
12239326,6,7
12239329,5,2
12239330,6,2
12239344,5,1
12239351,5,1
12239488,5,6
12239501,5,3
12239509,3,4
12239511,5,1
12239528,5,2
12239535,5,3
12239536,5,1
12239561,4,2
12239577,5,1
12239632,5,2
12239653,5,3
12239657,5,4
12239701,5,1
12239709,5,3
12239716,5,10
12239718,4,1
12239741,6,1
12239752,4,2
12239765,5,7
12239768,5,5
12239776,5,13
12239778,4,4
12239794,5,2
12239800,4,3
12239828,6,5
12239829,7,3
12239843,5,1
12239868,5,3
12239871,5,1
12239886,5,2
12239908,4,4
12239922,5,12
12239933,4,6
12239946,6,5
12239956,4,2
12239973,5,3
12240241,6,1
12240257,5,5
12240266,6,3
12240268,5,1
12240282,4,2
12240286,5,3
12240312,6,2
12240359,4,2
12240367,6,1
12240411,6,18
12240412,5,2
12240420,5,1
12240439,5,5
12240467,5,9
12240469,4,2
12240480,5,4
12240527,5,2
12240568,4,2
12240590,5,2
12240606,5,2
12240616,6,4
12240653,6,1
12240862,5,3
12240863,5,3
12240884,6,7
12240929,6,5
12240935,4,1
12240963,6,7
12240974,5,4
12241015,6,12
12241030,5,3
12241040,5,3
12241060,4,1
12241062,5,4
12241075,5,3
12241109,5,4
12241118,5,1
12241130,4,5
12241136,5,4
12241141,6,1
12241219,5,3
12241281,5,3
12241309,5,2
12241320,7,2
12241323,7,2
12241325,4,1
12241336,6,2
12241338,5,5
12241339,5,7
12241372,5,4
12241420,6,5
12241945,5,5
12241950,6,4
12241951,5,3
12241952,5,5
12241954,5,3
12241966,5,1
12241967,4,2
12241971,5,3
12241976,6,1
12241978,6,1
12241979,5,3
12241981,6,4
12241997,5,1
12242002,5,1
12242004,5,2
12242008,5,5
12242022,5,4
12242026,5,3
12242060,5,1
12242062,5,1
12242068,5,7
12242073,5,2
12242076,6,4
12242093,5,5
12242144,5,2
12242156,4,1
12242178,5,3
12242190,4,2
12242192,5,4
12242198,5,5
12242200,5,2
12242205,5,1
12242222,5,2
12242238,5,3
12242245,6,2
12242264,5,5
12242283,6,6
12242287,5,1
12242298,4,1
12242302,4,5
12242304,5,4
12242315,3,2
12242345,5,4
12242364,5,3
12242366,5,10
12242368,6,2
12242369,5,9
12242392,6,7
12242396,5,2
12242399,5,1
12242409,5,3
12242442,5,1
12242444,6,2
12242453,5,2
12242497,6,6
12242519,4,1
12242538,5,3
12242779,5,2
12242806,4,1
12242824,5,1
12242832,5,1
12242847,5,3
12242850,5,1
12242870,5,5
12242872,4,1
12242892,5,2
12242897,6,6
12242898,5,2
12242900,5,5
12242911,6,5
12242945,5,3
12242972,5,5
12242982,4,1
12242990,5,1
12243032,5,2
12243057,6,2
12243083,5,2
12243084,5,1
12243104,5,3
12243155,5,2
12243171,5,4
12243184,5,3
12243196,5,1
12243198,5,5
12243204,5,1
12243224,5,4
12243252,6,1
12243257,5,2
12243300,5,4
12243414,5,1
12243424,5,1
12243432,4,1
12243441,5,2
12243450,6,1
12243503,5,3
12243522,4,10
12243530,5,1
12243532,5,4
12243539,5,6
12243557,5,2
12243559,5,1
12243594,6,2
12243601,5,1
12243611,5,1
12243638,5,2
12243646,5,4
12243647,6,1
12243648,7,7
12243671,5,4
12243674,4,1
12243691,5,1
12243696,6,1
12243710,4,2
12243712,5,3
12243717,5,3
12243776,5,3
12243778,6,1
12243783,6,2
12243790,5,2
12243806,5,1
12243819,5,2
12243820,5,1
12243827,5,4
12243830,5,2
12243840,4,2
12243849,5,1
12243856,4,8
12243866,5,5
12243868,6,6
12243896,6,1
12243900,5,1
12244133,5,6
12244138,5,2
12244139,5,2
12244140,6,5
12244150,5,1
12244152,5,2
12244156,4,1
12244157,5,4
12244165,6,5
12244167,4,5
12244171,5,1
12244212,4,2
12244214,4,2
12244220,4,2
12244221,5,5
12244244,5,1
12244252,4,2
12244253,5,2
12244255,5,5
12244285,4,4
12244305,7,3
12244319,5,3
12244359,5,4
12244363,5,3
12244366,5,4
12244392,5,3
12244393,5,2
12244399,5,4
12244404,5,1
12244405,4,3
12244408,6,4
12244414,5,2
12244415,5,3
12244425,7,4
12244428,3,6
12244449,4,4
12244451,7,6
12244456,5,1
12244462,5,1
12244484,6,4
12244494,4,1
12244509,4,1
12244513,5,1
12244531,6,6
12244543,6,2
12244546,6,3
12244567,6,4
12244570,5,3
12244575,5,2
12244582,5,3
12244664,4,3
12245209,5,2
12245217,5,1
12245238,5,5
12245323,5,11
12245331,5,3
12245358,6,2
12245440,5,1
12245494,5,3
12245504,5,3
12245511,6,1
12245529,5,2
12245530,5,2
12245537,6,4
12245541,5,3
12245544,6,3
12245550,5,6
12245603,5,2
12245607,5,7
12245622,4,1
12245640,5,3
12245650,5,1
12245653,5,3
12245679,6,1
12245698,5,5
12245735,5,5
12245771,4,1
12245781,5,3
12245807,6,9
12245842,5,1
12246020,5,2
12246682,5,2
12246689,5,7
12246709,5,2
12246762,4,1
12246797,6,2
12246798,6,2
12246799,6,5
12246800,4,2
12246820,4,6
12246826,6,4
12246834,5,2
12246835,5,5
12246912,4,2
12246914,6,6
12246921,5,3
12246939,4,4
